over,wide_runs,noball_runs,runs,extras,wickets,Econ
4,0,0,28,0,1,7
4,1,0,28,1,2,7
3,2,1,40,3,0,13.33
1,0,0,7,0,0,7
4,0,0,28,0,1,7
4,0,0,32,0,2,8
4,0,0,22,0,0,5.5
3,0,0,23,0,1,7.67
1,0,0,14,0,0,14
4,1,0,24,1,2,6
2,0,0,8,0,0,4
4,1,0,41,1,2,10.25
2,0,1,19,1,1,9.5
4,0,0,16,0,2,4
4,1,0,29,1,0,7.25
4,0,0,19,0,1,4.75
4,1,0,20,1,1,5
2,0,0,14,0,0,7
4,0,0,27,0,1,6.75
4,0,0,20,0,2,5
1,1,0,11,1,1,11
1,0,0,13,0,0,13
4,0,0,24,0,2,6
4,5,0,27,5,0,6.75
3,1,5,31,6,0,10.33
2,1,0,7,1,0,3.5
3,0,0,22,0,0,7.33
3,1,0,26,1,0,8.67
2,1,0,11,1,1,5.5
1,0,0,9,0,0,9
4,0,2,30,2,1,7.5
4,3,0,43,3,2,10.75
2,0,0,25,0,0,12.5
4,0,0,20,0,1,5
3,5,0,29,5,0,9.67
2,1,0,25,1,0,12.5
1,0,0,10,0,0,10
4,1,1,28,2,1,7
4,3,0,44,3,2,11
4,2,0,17,2,3,4.25
4,1,0,24,1,2,6
4,0,0,34,0,0,8.5
4,1,0,18,1,1,4.5
4,0,0,22,0,1,5.5
4,0,0,27,0,1,6.75
4,1,0,29,1,3,7.25
4,1,0,33,1,0,8.25
4,0,0,13,0,4,3.25
3,0,0,15,0,1,5
4,0,0,16,0,1,4
4,0,0,14,0,1,3.5
4,6,0,44,6,2,11
1,0,0,0,0,1,0
4,0,0,16,0,4,4
1,0,0,6,0,0,6
3,2,0,11,2,1,3.67
2,0,0,3,0,2,1.5
1,0,0,10,0,0,10
4,1,0,17,1,1,4.25
4,0,0,18,0,2,4.5
3,0,0,17,0,0,5.67
1,0,0,7,0,0,7
4,0,0,22,0,0,5.5
3,0,0,24,0,1,8
3,1,0,14,1,0,4.67
4,2,0,23,2,2,5.75
4,0,0,30,0,0,7.5
4,0,0,45,0,1,11.25
4,5,0,33,5,0,8.25
4,1,0,34,1,1,8.5
4,0,0,31,0,1,7.75
3,1,0,20,1,1,6.67
4,0,0,17,0,1,4.25
4,2,0,24,2,0,6
3,0,0,26,0,2,8.67
2,2,0,21,2,1,10.5
4,0,0,26,0,1,6.5
3,0,0,34,0,2,11.33
4,0,0,25,0,0,6.25
3,0,0,19,0,0,6.33
3,0,0,29,0,0,9.67
3,2,0,19,2,1,6.33
3,1,0,32,1,0,10.67
4,5,0,26,5,1,6.5
4,1,0,33,1,1,8.25
4,0,0,26,0,1,6.5
1,0,0,3,0,1,3
4,0,0,30,0,1,7.5
4,0,0,35,0,3,8.75
1,0,0,8,0,0,8
4,0,0,31,0,0,7.75
2,0,0,13,0,0,6.5
4,0,0,15,0,3,3.75
4,4,0,21,4,2,5.25
1,0,0,14,0,0,14
4,0,0,28,0,0,7
3,0,0,25,0,0,8.33
4,0,1,18,1,2,4.5
4,1,1,24,2,0,6
4,0,0,44,0,0,11
1,0,1,19,1,0,19
2,6,0,19,6,0,9.5
4,0,0,17,0,1,4.25
3,1,0,31,1,1,10.33
4,0,0,30,0,1,7.5
2,0,0,14,0,1,7
4,0,0,28,0,1,7
4,0,0,27,0,0,6.75
4,1,0,26,1,1,6.5
4,1,0,28,1,1,7
3,4,0,29,4,0,9.67
1,0,0,20,0,1,20
3,1,2,28,3,1,9.33
4,1,0,21,1,1,5.25
3,1,0,14,1,2,4.67
1,0,0,9,0,0,9
3,1,0,18,1,0,6
3,0,0,20,0,0,6.67
4,1,0,13,1,5,3.25
2,0,0,7,0,0,3.5
2,1,0,13,1,0,6.5
3,3,0,14,3,0,4.67
4,3,0,29,3,1,7.25
4,0,0,16,0,0,4
2,0,0,16,0,0,8
4,1,0,27,1,2,6.75
3,1,0,9,1,1,3
1,0,1,10,1,0,10
3,0,0,14,0,0,4.67
2,0,0,12,0,0,6
3,3,0,16,3,3,5.33
4,0,0,20,0,1,5
4,2,0,27,2,1,6.75
3,0,0,19,0,0,6.33
3,1,0,28,1,1,9.33
1,0,0,12,0,0,12
3,0,0,26,0,1,8.67
4,0,0,19,0,2,4.75
1,0,0,9,0,0,9
2,1,0,19,1,0,9.5
4,1,0,33,1,1,8.25
3,0,0,27,0,0,9
2,0,0,23,0,1,11.5
4,1,0,26,1,0,6.5
4,0,0,24,0,3,6
4,2,0,36,2,2,9
4,1,0,31,1,0,7.75
4,0,0,29,0,2,7.25
1,1,0,7,1,0,7
3,0,0,22,0,0,7.33
4,1,0,18,1,1,4.5
4,0,0,36,0,0,9
4,2,0,36,2,1,9
4,0,0,17,0,2,4.25
4,0,2,40,2,2,10
4,0,2,34,2,1,8.5
3,1,0,32,1,1,10.67
4,0,0,11,0,1,2.75
4,0,0,41,0,1,10.25
4,0,0,25,0,0,6.25
4,0,0,26,0,0,6.5
4,2,0,27,2,0,6.75
1,0,0,9,0,0,9
4,1,0,25,1,2,6.25
3,0,0,10,0,0,3.33
4,1,0,32,1,2,8
3,0,1,31,1,0,10.33
4,0,0,30,0,0,7.5
4,0,0,18,0,0,4.5
1,0,0,0,0,1,0
1,0,0,12,0,0,12
2,0,0,15,0,0,7.5
4,1,0,36,1,0,9
2,0,0,24,0,0,12
3,1,0,35,1,0,11.67
4,0,0,37,0,2,9.25
3,0,0,33,0,1,11
4,0,1,31,1,0,7.75
4,0,0,25,0,1,6.25
3,0,0,38,0,1,12.67
4,1,0,37,1,0,9.25
4,0,0,32,0,1,8
3,0,0,28,0,0,9.33
1,0,0,13,0,0,13
1,0,0,12,0,0,12
4,0,0,33,0,1,8.25
3,0,0,31,0,1,10.33
2,0,0,8,0,1,4
4,1,1,30,2,0,7.5
4,0,0,18,0,1,4.5
2,0,0,10,0,0,5
4,5,0,35,5,3,8.75
1,0,0,12,0,0,12
2,1,0,14,1,2,7
4,1,0,42,1,1,10.5
3,3,0,15,3,1,5
4,1,0,28,1,1,7
3,0,0,30,0,0,10
3,4,0,21,4,0,7
4,0,0,29,0,0,7.25
4,1,2,30,3,1,7.5
3,0,0,34,0,1,11.33
3,1,0,26,1,0,8.67
2,0,0,22,0,0,11
4,1,0,32,1,3,8
4,0,1,41,1,1,10.25
4,2,0,22,2,1,5.5
4,0,2,24,2,3,6
4,0,0,21,0,1,5.25
4,0,0,31,0,3,7.75
4,6,0,29,6,0,7.25
2,0,0,14,0,0,7
4,2,0,31,2,0,7.75
4,2,0,31,2,0,7.75
1,0,0,12,0,0,12
4,2,0,31,2,2,7.75
1,0,0,4,0,2,4
3,1,0,26,1,0,8.67
2,2,0,18,2,0,9
2,0,0,13,0,0,6.5
2,0,0,23,0,0,11.5
4,0,1,34,1,0,8.5
4,0,0,28,0,0,7
2,0,0,18,0,0,9
4,1,0,38,1,0,9.5
4,3,0,48,3,0,12
4,1,0,29,1,0,7.25
4,0,0,15,0,0,3.75
1,0,0,12,0,0,12
3,1,0,29,1,1,9.67
4,1,0,37,1,0,9.25
4,0,0,33,0,0,8.25
3,4,0,43,4,0,14.33
3,0,0,15,0,0,5
1,0,0,11,0,0,11
4,3,0,42,3,2,10.5
4,0,0,23,0,0,5.75
4,1,0,49,1,2,12.25
3,0,0,31,0,2,10.33
2,0,0,21,0,0,10.5
3,0,0,23,0,0,7.67
4,0,0,33,0,1,8.25
4,1,0,34,1,2,8.5
4,2,0,23,2,1,5.75
4,0,0,24,0,2,6
3,1,0,36,1,1,12
1,1,0,10,1,0,10
4,1,0,32,1,1,8
1,0,0,10,0,0,10
4,0,0,29,0,0,7.25
4,1,0,29,1,4,7.25
2,0,0,17,0,1,8.5
3,0,1,33,1,2,11
4,0,0,31,0,1,7.75
2,0,0,13,0,0,6.5
4,0,0,28,0,2,7
3,0,0,28,0,0,9.33
3,1,1,24,2,0,8
4,1,1,23,2,0,5.75
2,2,0,21,2,0,10.5
2,1,0,35,1,0,17.5
4,1,0,42,1,2,10.5
3,1,0,28,1,0,9.33
4,1,0,26,1,1,6.5
4,1,0,39,1,2,9.75
4,1,1,36,2,0,9
1,0,0,14,0,0,14
1,1,0,11,1,0,11
2,0,0,22,0,0,11
4,0,0,34,0,1,8.5
4,0,0,29,0,1,7.25
3,2,0,38,2,0,12.67
2,6,0,26,6,0,13
4,0,0,29,0,4,7.25
3,0,1,12,1,1,4
3,1,0,18,1,1,6
3,0,0,15,0,3,5
1,0,0,4,0,0,4
4,0,0,21,0,2,5.25
2,2,0,10,2,1,5
1,0,0,7,0,0,7
1,0,0,8,0,0,8
4,0,0,17,0,1,4.25
4,1,0,20,1,0,5
4,4,2,29,6,1,7.25
4,1,0,32,1,1,8
3,0,0,16,0,0,5.33
1,0,0,14,0,0,14
4,1,0,24,1,1,6
3,0,0,24,0,0,8
2,0,0,20,0,1,10
3,0,0,18,0,1,6
2,0,0,17,0,0,8.5
4,0,0,31,0,2,7.75
3,0,0,30,0,0,10
3,2,0,38,2,0,12.67
4,0,0,33,0,1,8.25
4,1,0,28,1,1,7
4,0,0,36,0,1,9
4,1,0,31,1,0,7.75
3,0,0,24,0,1,8
1,0,0,13,0,0,13
4,0,0,28,0,1,7
4,0,0,38,0,2,9.5
4,1,0,24,1,0,6
4,5,0,27,5,2,6.75
3,0,0,21,0,1,7
1,0,0,7,0,1,7
4,0,0,18,0,2,4.5
3,0,0,13,0,2,4.33
3,0,2,32,2,1,10.67
1,0,1,13,1,0,13
3,0,0,8,0,3,2.67
4,2,1,28,3,2,7
4,0,0,16,0,1,4
2,0,0,15,0,0,7.5
4,2,0,29,2,0,7.25
3,0,0,14,0,1,4.67
2,0,0,9,0,1,4.5
4,0,0,28,0,0,7
1,0,0,5,0,0,5
4,1,0,33,1,1,8.25
4,0,0,23,0,0,5.75
4,2,0,23,2,0,5.75
4,0,0,28,0,3,7
4,0,0,20,0,3,5
4,2,0,18,2,1,4.5
4,0,0,21,0,1,5.25
4,1,0,25,1,2,6.25
4,0,0,25,0,2,6.25
4,0,0,29,0,1,7.25
1,0,0,7,0,0,7
1,0,0,8,0,0,8
4,3,2,59,5,0,14.75
4,0,0,50,0,1,12.5
4,0,0,24,0,2,6
2,1,0,18,1,0,9
4,3,1,22,4,3,5.5
1,0,0,3,0,0,3
3,0,0,20,0,2,6.67
4,0,0,22,0,2,5.5
2,0,0,19,0,0,9.5
4,0,0,24,0,1,6
2,0,0,24,0,1,12
4,1,0,34,1,1,8.5
4,6,0,30,6,2,7.5
4,0,0,19,0,1,4.75
3,2,0,34,2,0,11.33
4,1,0,26,1,0,6.5
3,3,0,31,3,1,10.33
2,0,0,22,0,0,11
2,1,0,19,1,0,9.5
4,1,0,18,1,5,4.5
4,2,1,30,3,1,7.5
4,1,0,40,1,1,10
1,0,0,13,0,0,13
1,0,0,15,0,0,15
4,3,0,20,3,2,5
2,0,1,9,1,0,4.5
4,1,0,28,1,1,7
4,0,0,20,0,1,5
3,1,0,37,1,2,12.33
2,1,0,15,1,0,7.5
1,0,0,9,0,0,9
4,9,0,53,9,0,13.25
2,1,0,12,1,0,6
3,0,0,24,0,0,8
4,4,0,43,4,1,10.75
1,0,0,14,0,0,14
3,0,0,28,0,0,9.33
3,0,0,29,0,0,9.67
3,0,0,25,0,0,8.33
2,0,0,22,0,1,11
1,0,0,19,0,1,19
4,3,0,45,3,1,11.25
1,0,0,13,0,0,13
4,0,0,36,0,1,9
4,5,0,48,5,0,12
4,6,0,46,6,0,11.5
4,1,0,47,1,2,11.75
3,0,0,26,0,1,8.67
4,0,0,43,0,1,10.75
4,0,2,32,2,1,8
4,0,0,36,0,1,9
1,0,0,16,0,0,16
4,0,0,14,0,2,3.5
4,0,0,48,0,0,12
4,0,0,39,0,0,9.75
4,1,0,39,1,1,9.75
4,1,0,29,1,1,7.25
4,1,0,27,1,0,6.75
4,0,0,27,0,0,6.75
2,6,0,20,6,1,10
4,0,0,35,0,1,8.75
2,0,0,12,0,0,6
4,0,0,9,0,3,2.25
4,1,0,26,1,1,6.5
4,1,0,19,1,1,4.75
4,0,0,19,0,3,4.75
4,0,0,16,0,3,4
4,0,1,23,1,0,5.75
4,1,0,28,1,0,7
2,0,0,11,0,0,5.5
3,0,0,27,0,0,9
3,0,0,24,0,1,8
2,0,0,11,0,0,5.5
1,0,0,9,0,0,9
4,1,0,29,1,2,7.25
4,2,0,30,2,3,7.5
4,0,0,29,0,0,7.25
2,0,0,12,0,0,6
4,0,0,27,0,1,6.75
2,0,0,14,0,0,7
4,1,0,20,1,2,5
4,1,2,29,3,3,7.25
4,0,0,19,0,2,4.75
4,0,0,23,0,0,5.75
2,0,0,12,0,0,6
2,0,0,11,0,0,5.5
4,3,2,37,5,2,9.25
2,0,0,20,0,0,10
4,1,0,25,1,1,6.25
2,0,0,17,0,0,8.5
4,1,0,30,1,1,7.5
4,2,0,27,2,1,6.75
4,6,0,36,6,1,9
3,0,0,26,0,0,8.67
4,1,0,25,1,1,6.25
4,1,1,25,2,3,6.25
4,0,0,37,0,0,9.25
1,0,0,3,0,1,3
4,1,0,21,1,3,5.25
3,1,0,26,1,1,8.67
4,0,0,29,0,1,7.25
2,0,0,15,0,0,7.5
3,0,0,16,0,0,5.33
4,2,0,33,2,1,8.25
4,2,0,24,2,0,6
2,1,0,21,1,1,10.5
4,1,1,27,2,0,6.75
4,0,0,27,0,1,6.75
1,0,0,7,0,0,7
4,1,0,27,1,0,6.75
1,0,0,10,0,0,10
4,0,0,30,0,1,7.5
4,0,0,25,0,3,6.25
3,0,0,25,0,0,8.33
4,2,0,21,2,2,5.25
1,0,0,4,0,0,4
4,1,2,22,3,0,5.5
4,0,0,12,0,1,3
3,1,0,12,1,0,4
4,2,0,16,2,3,4
3,1,0,12,1,5,4
3,0,0,19,0,1,6.33
4,1,0,34,1,1,8.5
4,0,0,16,0,1,4
4,3,0,25,3,1,6.25
4,1,0,42,1,1,10.5
4,1,0,29,1,2,7.25
4,3,0,24,3,0,6
4,1,0,25,1,3,6.25
4,0,0,24,0,1,6
2,0,0,11,0,0,5.5
4,0,0,38,0,2,9.5
2,0,0,6,0,1,3
4,1,0,14,1,2,3.5
4,0,0,20,0,2,5
2,0,0,6,0,3,3
2,0,0,13,0,0,6.5
4,1,0,13,1,1,3.25
4,2,0,25,2,0,6.25
4,0,0,15,0,0,3.75
3,0,0,20,0,0,6.67
2,1,0,16,1,0,8
4,0,0,18,0,2,4.5
2,0,0,5,0,0,2.5
4,0,0,20,0,1,5
4,0,0,23,0,2,5.75
2,0,0,20,0,0,10
4,1,0,44,1,1,11
3,0,0,47,0,0,15.67
1,0,0,9,0,0,9
4,0,0,27,0,2,6.75
2,0,0,10,0,0,5
4,0,0,26,0,0,6.5
2,0,0,8,0,1,4
4,0,0,23,0,1,5.75
2,1,0,26,1,1,13
4,3,0,35,3,1,8.75
4,1,0,33,1,1,8.25
2,0,2,22,2,0,11
4,0,0,41,0,1,10.25
4,3,0,27,3,1,6.75
4,1,0,29,1,0,7.25
2,0,0,20,0,1,10
4,2,0,10,2,2,2.5
4,0,0,23,0,2,5.75
4,5,0,27,5,2,6.75
4,0,0,18,0,3,4.5
4,0,0,20,0,3,5
3,0,0,28,0,0,9.33
4,1,0,27,1,0,6.75
4,0,0,19,0,2,4.75
3,0,0,21,0,0,7
1,1,0,9,1,0,9
4,1,0,18,1,0,4.5
4,2,0,24,2,1,6
4,0,0,22,0,2,5.5
2,2,0,9,2,0,4.5
2,0,0,19,0,0,9.5
2,0,0,14,0,0,7
2,0,0,13,0,0,6.5
4,4,0,29,4,0,7.25
2,5,0,13,5,0,6.5
3,0,0,29,0,0,9.67
1,0,0,10,0,0,10
4,0,0,23,0,1,5.75
4,0,0,28,0,2,7
4,0,0,31,0,1,7.75
4,2,0,19,2,1,4.75
4,1,0,28,1,1,7
4,0,0,22,0,0,5.5
4,0,1,41,1,0,10.25
3,0,0,22,0,0,7.33
4,0,0,13,0,3,3.25
1,0,0,9,0,0,9
3,0,0,34,0,0,11.33
3,0,0,12,0,0,4
3,0,1,26,1,1,8.67
4,0,1,41,1,0,10.25
3,1,0,21,1,0,7
4,1,0,26,1,3,6.5
4,0,0,26,0,2,6.5
4,2,0,38,2,3,9.5
4,0,0,23,0,0,5.75
4,1,0,34,1,0,8.5
4,0,0,23,0,2,5.75
4,0,0,26,0,0,6.5
4,2,0,22,2,1,5.5
3,0,0,28,0,0,9.33
1,0,0,10,0,0,10
4,0,0,37,0,2,9.25
4,0,0,33,0,2,8.25
1,0,0,11,0,1,11
3,0,0,22,0,0,7.33
4,0,0,25,0,2,6.25
3,1,0,18,1,1,6
4,0,0,18,0,2,4.5
4,0,0,19,0,2,4.75
1,0,0,12,0,0,12
4,0,0,29,0,2,7.25
4,1,0,25,1,2,6.25
2,2,0,16,2,0,8
4,1,0,28,1,1,7
2,0,0,16,0,0,8
4,0,1,24,1,1,6
3,0,0,18,0,0,6
4,7,0,38,7,0,9.5
3,2,1,29,3,1,9.67
3,2,0,15,2,1,5
1,1,1,23,2,0,23
1,0,1,15,1,0,15
3,1,0,22,1,1,7.33
4,3,1,39,4,1,9.75
4,0,0,31,0,1,7.75
4,0,1,37,1,0,9.25
4,0,0,32,0,1,8
1,0,0,4,0,0,4
4,0,0,30,0,1,7.5
4,0,0,34,0,2,8.5
2,1,0,12,1,1,6
3,0,1,27,1,0,9
4,0,0,26,0,2,6.5
3,1,0,19,1,0,6.33
4,0,1,28,1,0,7
4,0,0,24,0,2,6
4,1,0,36,1,1,9
4,0,0,32,0,1,8
4,0,0,22,0,2,5.5
1,1,0,13,1,0,13
4,0,0,22,0,1,5.5
2,0,0,24,0,0,12
4,3,0,37,3,1,9.25
3,0,0,14,0,0,4.67
4,0,0,27,0,0,6.75
1,0,0,12,0,0,12
4,2,1,53,3,1,13.25
1,0,0,11,0,0,11
4,0,0,34,0,2,8.5
4,0,0,7,0,2,1.75
3,1,0,22,1,0,7.33
4,0,0,22,0,2,5.5
1,0,0,7,0,0,7
4,1,0,20,1,0,5
3,0,0,17,0,1,5.67
4,0,0,36,0,1,9
4,0,0,30,0,1,7.5
4,5,0,25,5,3,6.25
4,0,1,42,1,0,10.5
2,0,0,16,0,0,8
4,1,0,25,1,2,6.25
3,1,0,21,1,0,7
3,0,0,22,0,1,7.33
1,0,1,13,1,0,13
3,1,0,16,1,1,5.33
4,0,0,21,0,0,5.25
4,0,0,28,0,2,7
1,0,0,7,0,0,7
4,1,0,44,1,1,11
4,0,0,14,0,2,3.5
3,1,0,24,1,0,8
4,0,0,29,0,2,7.25
4,1,0,26,1,1,6.5
3,0,0,18,0,0,6
3,1,0,29,1,1,9.67
4,0,0,37,0,0,9.25
1,2,2,20,4,0,20
1,0,0,12,0,0,12
4,0,0,53,0,1,13.25
1,0,0,20,0,0,20
4,5,0,31,5,1,7.75
4,2,0,24,2,2,6
1,0,0,23,0,0,23
4,1,1,16,2,2,4
1,0,0,11,0,0,11
1,0,0,9,0,0,9
3,0,0,39,0,0,13
4,0,0,37,0,0,9.25
4,0,0,37,0,2,9.25
4,1,0,40,1,1,10
4,0,0,38,0,3,9.5
3,1,0,29,1,0,9.67
4,0,0,21,0,3,5.25
4,0,0,14,0,1,3.5
4,0,0,14,0,4,3.5
1,0,1,7,1,0,7
4,3,0,35,3,0,8.75
4,0,0,8,0,0,2
4,1,0,15,1,1,3.75
1,0,0,11,0,0,11
1,0,0,9,0,0,9
4,1,0,33,1,1,8.25
2,0,0,10,0,0,5
4,1,0,25,1,1,6.25
1,0,0,6,0,0,6
2,1,0,14,1,0,7
3,1,0,12,1,2,4
2,1,0,14,1,0,7
2,0,0,14,0,0,7
4,0,0,31,0,0,7.75
4,1,0,23,1,1,5.75
4,0,0,45,0,1,11.25
4,3,0,49,3,1,12.25
4,0,0,28,0,1,7
2,0,0,23,0,0,11.5
4,1,0,27,1,1,6.75
4,3,0,24,3,2,6
3,0,0,24,0,2,8
4,1,0,29,1,2,7.25
4,1,2,18,3,2,4.5
3,1,1,21,2,1,7
4,5,0,26,5,1,6.5
4,0,0,24,0,2,6
4,1,0,20,1,2,5
1,2,0,8,2,0,8
4,0,0,26,0,1,6.5
3,0,1,44,1,0,14.67
3,0,0,18,0,1,6
4,0,0,24,0,0,6
2,2,0,13,2,0,6.5
2,0,0,27,0,0,13.5
1,0,0,11,0,0,11
3,0,0,14,0,2,4.67
4,0,0,26,0,2,6.5
4,0,0,17,0,2,4.25
2,0,0,18,0,0,9
4,0,0,12,0,2,3
2,0,0,17,0,0,8.5
4,1,0,35,1,1,8.75
4,0,0,17,0,1,4.25
3,0,0,17,0,0,5.67
4,4,0,26,4,1,6.5
3,1,1,20,2,2,6.67
4,0,0,40,0,1,10
2,1,0,17,1,0,8.5
4,1,0,23,1,1,5.75
2,0,0,33,0,0,16.5
4,2,0,34,2,0,8.5
4,2,0,47,2,0,11.75
4,2,0,22,2,3,5.5
4,1,0,36,1,1,9
3,1,0,21,1,1,7
4,0,0,24,0,2,6
4,1,0,30,1,0,7.5
1,0,0,0,0,2,0
3,0,0,24,0,0,8
4,0,0,25,0,4,6.25
4,0,0,24,0,1,6
1,0,0,8,0,0,8
4,1,0,38,1,1,9.5
4,0,0,17,0,2,4.25
4,0,1,26,1,1,6.5
3,1,0,21,1,2,7
4,1,0,30,1,0,7.5
3,0,0,25,0,0,8.33
2,0,0,22,0,0,11
3,0,0,13,0,1,4.33
2,1,0,25,1,0,12.5
3,0,0,20,0,0,6.67
2,0,0,11,0,0,5.5
4,0,0,21,0,5,5.25
2,5,0,24,5,0,12
4,1,0,24,1,2,6
3,0,0,23,0,0,7.67
3,1,0,22,1,4,7.33
2,2,0,15,2,1,7.5
4,0,0,19,0,2,4.75
2,0,0,13,0,1,6.5
2,1,0,17,1,1,8.5
2,1,0,21,1,0,10.5
3,5,1,23,6,1,7.67
4,0,1,26,1,1,6.5
4,0,0,34,0,3,8.5
3,0,0,17,0,0,5.67
4,1,0,23,1,0,5.75
2,0,0,16,0,0,8
4,0,0,42,0,0,10.5
1,0,0,11,0,0,11
2,0,0,23,0,0,11.5
2,0,0,12,0,0,6
4,0,0,26,0,1,6.5
2,2,0,19,2,0,9.5
4,0,0,49,0,1,12.25
2,0,0,23,0,0,11.5
4,0,1,40,1,1,10
2,0,0,16,0,0,8
4,0,0,26,0,0,6.5
4,1,0,20,1,1,5
4,0,0,38,0,1,9.5
3,2,0,21,2,2,7
3,0,0,36,0,1,12
4,0,0,19,0,2,4.75
2,2,0,19,2,0,9.5
4,1,0,16,1,0,4
4,3,0,36,3,0,9
4,1,0,32,1,2,8
4,6,0,30,6,1,7.5
4,3,0,42,3,1,10.5
4,6,0,34,6,1,8.5
2,0,0,26,0,0,13
2,1,0,23,1,0,11.5
3,1,0,28,1,0,9.33
3,0,0,27,0,0,9
4,2,0,25,2,4,6.25
1,0,0,12,0,0,12
4,2,0,38,2,0,9.5
2,2,0,14,2,0,7
1,0,0,11,0,0,11
3,0,0,10,0,2,3.33
3,0,0,18,0,1,6
1,0,0,14,0,0,14
3,0,0,17,0,1,5.67
3,1,0,31,1,1,10.33
3,0,0,18,0,1,6
2,0,0,30,0,1,15
3,1,0,16,1,2,5.33
2,4,0,10,4,0,5
4,3,0,26,3,3,6.5
4,0,0,26,0,1,6.5
2,0,0,10,0,1,5
4,0,0,37,0,0,9.25
4,0,0,17,0,1,4.25
2,0,0,15,0,0,7.5
4,0,0,18,0,1,4.5
3,4,0,27,4,3,9
3,3,0,21,3,0,7
4,1,0,30,1,2,7.5
2,0,0,3,0,1,1.5
4,0,0,16,0,0,4
4,1,0,40,1,2,10
4,1,0,28,1,3,7
3,0,0,27,0,0,9
4,1,0,22,1,1,5.5
1,0,0,25,0,0,25
4,4,0,26,4,0,6.5
4,6,0,32,6,1,8
4,0,0,34,0,1,8.5
4,0,0,16,0,3,4
4,1,0,16,1,1,4
4,1,0,39,1,2,9.75
4,0,0,13,0,4,3.25
4,1,0,20,1,2,5
1,0,0,18,0,0,18
1,1,0,5,1,0,5
4,0,0,17,0,1,4.25
4,0,0,16,0,2,4
1,0,0,7,0,0,7
1,0,0,10,0,0,10
2,0,0,32,0,1,16
2,0,0,15,0,1,7.5
3,2,2,36,4,0,12
4,1,0,26,1,2,6.5
3,0,0,13,0,2,4.33
4,1,0,23,1,1,5.75
3,0,0,19,0,0,6.33
2,0,0,19,0,1,9.5
4,0,0,35,0,2,8.75
2,0,0,10,0,0,5
3,0,0,19,0,0,6.33
3,1,0,30,1,0,10
4,1,0,25,1,2,6.25
4,7,0,27,7,1,6.75
4,0,0,27,0,1,6.75
3,0,2,29,2,0,9.67
4,0,0,35,0,0,8.75
4,3,0,48,3,2,12
4,0,0,50,0,0,12.5
4,0,0,36,0,0,9
1,1,0,13,1,0,13
3,0,0,11,0,0,3.67
4,0,0,30,0,1,7.5
4,0,0,17,0,4,4.25
3,4,0,28,4,3,9.33
3,0,0,30,0,2,10
3,0,0,24,0,1,8
4,0,0,26,0,0,6.5
2,1,0,17,1,0,8.5
4,1,0,26,1,2,6.5
4,0,0,34,0,1,8.5
3,0,0,23,0,1,7.67
4,3,0,38,3,1,9.5
4,2,0,36,2,1,9
4,0,0,16,0,1,4
4,0,0,23,0,1,5.75
4,2,0,26,2,0,6.5
4,0,0,28,0,0,7
3,1,0,12,1,1,4
2,0,0,18,0,0,9
1,0,1,7,1,2,7
2,5,0,11,5,0,5.5
4,2,0,16,2,2,4
4,0,0,23,0,2,5.75
3,1,0,29,1,1,9.67
3,0,1,19,1,1,6.33
4,0,0,29,0,0,7.25
1,0,0,2,0,0,2
4,2,0,27,2,1,6.75
2,0,0,12,0,0,6
2,0,0,20,0,1,10
4,0,0,17,0,0,4.25
1,0,0,12,0,0,12
4,1,0,24,1,0,6
1,0,0,9,0,0,9
4,0,0,30,0,1,7.5
4,2,0,19,2,3,4.75
2,0,0,19,0,0,9.5
2,1,0,27,1,0,13.5
1,0,0,4,0,0,4
2,0,0,19,0,0,9.5
3,1,0,23,1,0,7.67
4,0,0,42,0,0,10.5
3,0,0,33,0,0,11
3,1,0,26,1,0,8.67
4,5,0,24,5,1,6
4,2,0,48,2,0,12
2,0,0,24,0,0,12
4,0,0,35,0,1,8.75
4,0,0,9,0,4,2.25
2,1,0,23,1,0,11.5
3,1,0,21,1,2,7
3,0,0,13,0,1,4.33
4,0,0,23,0,1,5.75
3,0,0,25,0,1,8.33
3,0,0,15,0,0,5
2,0,0,9,0,1,4.5
3,0,0,11,0,1,3.67
1,0,0,4,0,0,4
1,1,0,6,1,1,6
1,0,1,8,1,0,8
4,1,0,35,1,1,8.75
3,0,0,27,0,0,9
4,0,0,15,0,2,3.75
4,2,0,20,2,2,5
1,1,0,8,1,1,8
4,2,0,19,2,2,4.75
4,1,0,34,1,0,8.5
4,1,0,21,1,0,5.25
2,2,0,16,2,1,8
4,0,0,18,0,1,4.5
4,4,0,38,4,0,9.5
4,0,0,32,0,2,8
3,2,0,26,2,0,8.67
4,0,0,35,0,2,8.75
2,0,0,23,0,0,11.5
3,0,0,33,0,0,11
4,1,0,23,1,0,5.75
4,2,0,37,2,0,9.25
4,0,0,26,0,1,6.5
3,2,0,51,2,1,17
4,0,0,22,0,3,5.5
4,3,0,26,3,0,6.5
1,0,0,7,0,0,7
4,1,0,20,1,1,5
3,3,0,28,3,1,9.33
4,0,0,40,0,0,10
4,1,0,33,1,1,8.25
4,0,0,37,0,1,9.25
1,0,0,8,0,0,8
3,1,1,32,2,1,10.67
4,1,0,19,1,0,4.75
4,0,0,42,0,0,10.5
3,0,0,32,0,1,10.67
2,0,1,19,1,0,9.5
4,2,0,31,2,2,7.75
4,2,0,32,2,1,8
4,1,0,26,1,1,6.5
1,0,0,10,0,0,10
3,0,0,31,0,0,10.33
